;infix;prefix;conclusion
1269;( 5 and 3 ) sep ( 2 and 3 );sep and 5 3 and 2 3;nTTnT
1270;( 3 or 1 ) sep ( 4 or 1 );sep or 3 1 or 4 1;nnTTn,Tnnnn
1271;( 2 or 3 ) sep ( 4 or 1 );sep or 2 3 or 4 1;nnTTn,nTnTn,TnTnn,TTnnn
1272;( 1 and 4 ) sep ( 4 and 3 );sep and 1 4 and 4 3;TnTTn
1273;( 2 or 5 ) sep ( 5 and 2 );sep or 2 5 and 5 2;nTnnT
1274;( 4 or 3 ) sep not 1;sep or 4 3 not 1;FnnTn,FnTnn
1275;not 2 sep ( 3 or 3 );sep not 2 or 3 3;nFTnn
1276;( 4 and 5 ) sep ( 3 or 1 );sep and 4 5 or 3 1;nnTTT,TnnTT
1277;( 2 or 1 ) sep ( 1 and 2 );sep or 2 1 and 1 2;TTnnn
1278;( 5 or 3 ) sep ( 5 and 4 );sep or 5 3 and 5 4;nnnTT
1279;( 3 and 1 ) sep 5;sep and 3 1 5;TnTnT
1280;( 1 and 1 ) sep 1;sep and 1 1 1;Tnnnn
1281;( 5 or 1 ) sep 2;sep or 5 1 2;nTnnT,TTnnn
1282;( 5 or 4 ) sep ( 5 and 4 );sep or 5 4 and 5 4;nnnTT
1283;not 2 sep ( 5 and 4 );sep not 2 and 5 4;nFnTT
1284;not 3 sep ( 4 and 4 );sep not 3 and 4 4;nnFTn
1285;( 1 or 4 ) sep ( 3 and 2 );sep or 1 4 and 3 2;nTTTn,TTTnn
1286;( 2 and 4 ) sep 1;sep and 2 4 1;TTnTn
1287;( 5 or 2 ) sep ( 1 or 1 );sep or 5 2 or 1 1;TnnnT,TTnnn
1288;( 2 or 4 ) sep not 2;sep or 2 4 not 2;nFnTn
1289;( 2 or 1 ) sep ( 1 or 4 );sep or 2 1 or 1 4;nTnTn,Tnnnn
1290;( 4 and 2 ) sep ( 1 and 2 );sep and 4 2 and 1 2;TTnTn
1291;( 3 and 5 ) sep ( 3 or 2 );sep and 3 5 or 3 2;nnTnT
1292;( 3 or 1 ) sep ( 1 or 3 );sep or 3 1 or 1 3;nnTnn,Tnnnn
1293;( 5 and 5 ) sep ( 5 or 3 );sep and 5 5 or 5 3;nnnnT
1294;2 sep ( 3 or 1 );sep 2 or 3 1;nTTnn,TTnnn
1295;4 sep ( 5 or 5 );sep 4 or 5 5;nnnTT
1296;( 3 and 4 ) sep ( 2 and 4 );sep and 3 4 and 2 4;nTTTn
1297;( 5 or 5 ) sep ( 1 and 5 );sep or 5 5 and 1 5;TnnnT
1298;( 2 or 4 ) sep 1;sep or 2 4 1;TnnTn,TTnnn
1299;( 4 and 2 ) sep 3;sep and 4 2 3;nTTTn
1300;( 3 or 2 ) sep ( 2 and 1 );sep or 3 2 and 2 1;TTnnn
1301;( 3 or 1 ) sep ( 4 and 3 );sep or 3 1 and 4 3;nnTTn
1302;( 4 or 1 ) sep ( 5 and 1 );sep or 4 1 and 5 1;TnnnT
1303;( 4 and 2 ) sep ( 3 or 4 );sep and 4 2 or 3 4;nTnTn
1304;1 sep ( 4 and 1 );sep 1 and 4 1;TnnTn
1305;( 1 or 3 ) sep ( 1 and 1 );sep or 1 3 and 1 1;Tnnnn
1306;( 2 or 3 ) sep ( 3 and 3 );sep or 2 3 and 3 3;nnTnn
1307;( 2 or 2 ) sep ( 2 or 1 );sep or 2 2 or 2 1;nTnnn
1308;( 2 and 5 ) sep ( 3 or 4 );sep and 2 5 or 3 4;nTnTT,nTTnT
1309;( 4 and 3 ) sep 1;sep and 4 3 1;TnTTn
1310;( 4 and 3 ) sep ( 4 or 1 );sep and 4 3 or 4 1;nnTTn
1311;1 sep ( 3 or 2 );sep 1 or 3 2;TnTnn,TTnnn
1312;( 2 and 3 ) sep not 1;sep and 2 3 not 1;FTTnn
1313;( 1 and 3 ) sep ( 1 and 5 );sep and 1 3 and 1 5;TnTnT
1314;( 1 and 4 ) sep not 3;sep and 1 4 not 3;TnFTn
1315;( 5 or 5 ) sep 5;sep or 5 5 5;nnnnT
1316;( 3 and 3 ) sep ( 2 and 2 );sep and 3 3 and 2 2;nTTnn
1317;( 5 and 1 ) sep ( 2 or 2 );sep and 5 1 or 2 2;TTnnT
1318;( 5 and 1 ) sep ( 5 or 5 );sep and 5 1 or 5 5;TnnnT
1319;not 2 sep ( 4 or 3 );sep not 2 or 4 3;nFnTn,nFTnn
1320;( 3 or 1 ) sep ( 4 or 4 );sep or 3 1 or 4 4;nnTTn,TnnTn
1321;( 1 or 5 ) sep not 3;sep or 1 5 not 3;nnFnT,TnFnn
1322;( 3 or 4 ) sep 3;sep or 3 4 3;nnTnn
1323;( 2 or 2 ) sep ( 1 and 3 );sep or 2 2 and 1 3;TTTnn
1324;( 1 and 4 ) sep ( 1 and 1 );sep and 1 4 and 1 1;TnnTn
1325;not 1 sep ( 2 and 3 );sep not 1 and 2 3;FTTnn
1326;( 1 or 5 ) sep ( 2 and 2 );sep or 1 5 and 2 2;nTnnT,TTnnn
1327;( 2 and 1 ) sep ( 4 or 2 );sep and 2 1 or 4 2;TTnnn
1328;4 sep ( 5 and 4 );sep 4 and 5 4;nnnTT
1329;( 5 and 4 ) sep ( 4 and 1 );sep and 5 4 and 4 1;TnnTT
1330;( 2 and 2 ) sep 2;sep and 2 2 2;nTnnn
1331;( 3 and 5 ) sep ( 2 and 4 );sep and 3 5 and 2 4;nTTTT
1332;( 4 or 4 ) sep ( 1 and 2 );sep or 4 4 and 1 2;TTnTn
1333;( 3 or 2 ) sep ( 2 or 4 );sep or 3 2 or 2 4;nnTTn,nTnnn
1334;( 5 and 3 ) sep ( 4 or 2 );sep and 5 3 or 4 2;nnTTT,nTTnT
1335;( 5 and 1 ) sep ( 4 or 4 );sep and 5 1 or 4 4;TnnTT
1336;( 3 and 4 ) sep 4;sep and 3 4 4;nnTTn
1337;( 5 or 1 ) sep not 1;sep or 5 1 not 1;FnnnT
1338;( 2 and 1 ) sep ( 5 or 1 );sep and 2 1 or 5 1;TTnnn
1339;( 5 or 3 ) sep ( 3 or 3 );sep or 5 3 or 3 3;nnTnn
1340;( 2 or 4 ) sep ( 1 and 5 );sep or 2 4 and 1 5;TnnTT,TTnnT
1341;( 2 and 5 ) sep ( 4 or 5 );sep and 2 5 or 4 5;nTnnT
1342;not 4 sep ( 4 or 2 );sep not 4 or 4 2;nTnFn
1343;( 3 and 5 ) sep 1;sep and 3 5 1;TnTnT
1344;( 4 or 5 ) sep ( 2 or 4 );sep or 4 5 or 2 4;nnnTn,nTnnT
1345;( 1 and 5 ) sep ( 2 or 4 );sep and 1 5 or 2 4;TnnTT,TTnnT
1346;( 4 or 2 ) sep ( 3 and 2 );sep or 4 2 and 3 2;nTTnn
1347;( 5 or 1 ) sep ( 1 and 2 );sep or 5 1 and 1 2;TTnnn
1348;( 5 or 3 ) sep ( 3 and 3 );sep or 5 3 and 3 3;nnTnn
1349;( 4 or 1 ) sep ( 4 and 1 );sep or 4 1 and 4 1;TnnTn
1350;3 sep ( 1 and 4 );sep 3 and 1 4;TnTTn
1351;( 2 or 1 ) sep ( 1 or 3 );sep or 2 1 or 1 3;nTTnn,Tnnnn
1352;not 3 sep ( 3 or 2 );sep not 3 or 3 2;nTFnn
1353;( 2 and 3 ) sep ( 4 and 3 );sep and 2 3 and 4 3;nTTTn
1354;( 4 or 4 ) sep ( 1 or 1 );sep or 4 4 or 1 1;TnnTn
1355;( 3 or 3 ) sep ( 1 and 3 );sep or 3 3 and 1 3;TnTnn
1356;( 1 or 5 ) sep ( 1 or 5 );sep or 1 5 or 1 5;nnnnT,Tnnnn
1357;( 5 or 4 ) sep ( 1 and 3 );sep or 5 4 and 1 3;TnTnT,TnTTn
1358;not 1 sep ( 5 or 1 );sep not 1 or 5 1;FnnnT
1359;not 3 sep ( 4 or 2 );sep not 3 or 4 2;nnFTn,nTFnn
1360;( 4 or 4 ) sep ( 4 and 5 );sep or 4 4 and 4 5;nnnTT
1361;( 5 and 2 ) sep ( 3 and 2 );sep and 5 2 and 3 2;nTTnT
1362;( 3 and 5 ) sep ( 1 and 3 );sep and 3 5 and 1 3;TnTnT
1363;( 4 or 1 ) sep ( 4 or 3 );sep or 4 1 or 4 3;nnnTn,TnTnn
1364;( 3 and 4 ) sep ( 5 and 2 );sep and 3 4 and 5 2;nTTTT
1365;2 sep ( 4 or 5 );sep 2 or 4 5;nTnnT,nTnTn
1366;( 4 or 4 ) sep ( 3 or 5 );sep or 4 4 or 3 5;nnnTT,nnTTn
1367;( 2 or 4 ) sep ( 5 or 4 );sep or 2 4 or 5 4;nnnTn,nTnnT
1368;( 2 and 1 ) sep ( 1 and 5 );sep and 2 1 and 1 5;TTnnT
1369;( 5 and 4 ) sep ( 3 or 3 );sep and 5 4 or 3 3;nnTTT
1370;( 5 and 1 ) sep ( 1 and 4 );sep and 5 1 and 1 4;TnnTT
1371;4 sep 4;sep 4 4;nnnTn
1372;( 4 or 4 ) sep ( 5 or 3 );sep or 4 4 or 5 3;nnnTT,nnTTn
1373;( 1 or 5 ) sep ( 1 and 3 );sep or 1 5 and 1 3;TnTnn
1374;( 5 or 2 ) sep ( 5 and 3 );sep or 5 2 and 5 3;nnTnT
1375;( 2 and 4 ) sep ( 3 and 4 );sep and 2 4 and 3 4;nTTTn
1376;( 4 and 5 ) sep not 1;sep and 4 5 not 1;FnnTT
1377;( 2 or 1 ) sep ( 3 and 4 );sep or 2 1 and 3 4;nTTTn,TnTTn
1378;( 3 or 3 ) sep ( 1 and 5 );sep or 3 3 and 1 5;TnTnT
1379;( 2 or 4 ) sep ( 2 or 2 );sep or 2 4 or 2 2;nTnnn
1380;( 4 and 3 ) sep ( 5 and 1 );sep and 4 3 and 5 1;TnTTT
1381;not 4 sep ( 1 or 1 );sep not 4 or 1 1;TnnFn
1382;( 1 and 4 ) sep ( 1 or 2 );sep and 1 4 or 1 2;TnnTn
1383;( 3 and 5 ) sep ( 1 or 4 );sep and 3 5 or 1 4;nnTTT,TnTnT
1384;( 1 or 4 ) sep ( 1 or 4 );sep or 1 4 or 1 4;nnnTn,Tnnnn
1385;( 1 or 4 ) sep not 1;sep or 1 4 not 1;FnnTn
1386;( 1 or 2 ) sep ( 4 and 2 );sep or 1 2 and 4 2;nTnTn
1387;( 4 or 1 ) sep ( 3 or 3 );sep or 4 1 or 3 3;nnTTn,TnTnn
1388;( 1 and 2 ) sep ( 2 and 4 );sep and 1 2 and 2 4;TTnTn
1389;not 1 sep ( 4 or 1 );sep not 1 or 4 1;FnnTn
1390;( 3 and 3 ) sep ( 4 and 4 );sep and 3 3 and 4 4;nnTTn
1391;not 4 sep ( 1 or 4 );sep not 4 or 1 4;TnnFn
1392;( 3 or 4 ) sep ( 4 or 4 );sep or 3 4 or 4 4;nnnTn
1393;( 5 or 3 ) sep ( 5 and 2 );sep or 5 3 and 5 2;nTnnT
1394;2 sep ( 1 and 2 );sep 2 and 1 2;TTnnn
1395;( 1 or 1 ) sep ( 2 or 4 );sep or 1 1 or 2 4;TnnTn,TTnnn
1396;( 4 or 5 ) sep ( 5 or 2 );sep or 4 5 or 5 2;nnnnT,nTnTn
1397;( 4 and 3 ) sep ( 4 and 1 );sep and 4 3 and 4 1;TnTTn
1398;( 2 and 2 ) sep ( 4 or 5 );sep and 2 2 or 4 5;nTnnT,nTnTn
1399;3 sep ( 3 or 2 );sep 3 or 3 2;nnTnn
1400;( 3 or 1 ) sep 4;sep or 3 1 4;nnTTn,TnnTn
1401;( 1 and 2 ) sep ( 4 and 1 );sep and 1 2 and 4 1;TTnTn
1402;( 5 or 4 ) sep ( 2 or 3 );sep or 5 4 or 2 3;nnTnT,nnTTn,nTnnT,nTnTn
1403;( 4 or 5 ) sep 5;sep or 4 5 5;nnnnT
1404;( 4 or 2 ) sep ( 5 and 2 );sep or 4 2 and 5 2;nTnnT
1405;( 1 or 4 ) sep ( 3 and 5 );sep or 1 4 and 3 5;nnTTT,TnTnT
1406;( 1 and 1 ) sep ( 2 and 1 );sep and 1 1 and 2 1;TTnnn
1407;( 2 or 3 ) sep ( 3 and 1 );sep or 2 3 and 3 1;TnTnn
1408;( 4 or 5 ) sep ( 3 or 1 );sep or 4 5 or 3 1;nnTnT,nnTTn,TnnnT,TnnTn
1409;( 4 or 2 ) sep ( 2 or 5 );sep or 4 2 or 2 5;nnnTT,nTnnn
1410;( 1 and 2 ) sep ( 5 and 1 );sep and 1 2 and 5 1;TTnnT
1411;( 2 or 4 ) sep ( 2 or 5 );sep or 2 4 or 2 5;nnnTT,nTnnn
1412;( 1 or 1 ) sep ( 2 or 1 );sep or 1 1 or 2 1;Tnnnn
1413;( 4 or 4 ) sep ( 4 or 1 );sep or 4 4 or 4 1;nnnTn
1414;( 5 or 1 ) sep ( 5 and 5 );sep or 5 1 and 5 5;nnnnT
1415;not 5 sep ( 1 or 3 );sep not 5 or 1 3;nnTnF,TnnnF
1416;( 4 and 4 ) sep ( 3 and 3 );sep and 4 4 and 3 3;nnTTn
1417;( 4 and 5 ) sep ( 3 and 3 );sep and 4 5 and 3 3;nnTTT
1418;( 4 or 4 ) sep ( 4 or 3 );sep or 4 4 or 4 3;nnnTn
1419;3 sep ( 4 or 5 );sep 3 or 4 5;nnTnT,nnTTn
1420;( 2 and 1 ) sep ( 4 and 3 );sep and 2 1 and 4 3;TTTTn
1421;( 4 and 1 ) sep ( 3 and 3 );sep and 4 1 and 3 3;TnTTn
1422;( 4 and 1 ) sep 5;sep and 4 1 5;TnnTT
1423;3 sep ( 4 or 2 );sep 3 or 4 2;nnTTn,nTTnn
1424;( 3 or 4 ) sep ( 3 or 1 );sep or 3 4 or 3 1;nnTnn,TnnTn
1425;( 3 and 4 ) sep ( 1 or 4 );sep and 3 4 or 1 4;nnTTn
1426;( 3 or 3 ) sep ( 4 and 3 );sep or 3 3 and 4 3;nnTTn
1427;( 1 or 1 ) sep 5;sep or 1 1 5;TnnnT
1428;( 4 or 2 ) sep ( 5 or 4 );sep or 4 2 or 5 4;nnnTn,nTnnT
1429;( 3 or 2 ) sep not 4;sep or 3 2 not 4;nnTFn,nTnFn
1430;( 1 and 1 ) sep 5;sep and 1 1 5;TnnnT
1431;( 4 and 5 ) sep ( 5 or 5 );sep and 4 5 or 5 5;nnnTT
1432;not 5 sep ( 2 or 1 );sep not 5 or 2 1;nTnnF,TnnnF
1433;( 3 or 5 ) sep ( 3 or 3 );sep or 3 5 or 3 3;nnTnn
1434;( 4 or 4 ) sep ( 4 and 3 );sep or 4 4 and 4 3;nnTTn
1435;( 3 or 5 ) sep ( 1 or 4 );sep or 3 5 or 1 4;nnnTT,nnTTn,TnnnT,TnTnn
1436;( 2 and 2 ) sep ( 2 or 4 );sep and 2 2 or 2 4;nTnnn
1437;( 1 and 4 ) sep ( 2 or 3 );sep and 1 4 or 2 3;TnTTn,TTnTn
1438;( 3 and 2 ) sep ( 4 and 2 );sep and 3 2 and 4 2;nTTTn
1439;( 3 or 3 ) sep not 4;sep or 3 3 not 4;nnTFn
1440;( 1 or 3 ) sep ( 3 and 1 );sep or 1 3 and 3 1;TnTnn
1441;( 4 and 4 ) sep ( 2 or 4 );sep and 4 4 or 2 4;nnnTn
1442;4 sep ( 2 or 2 );sep 4 or 2 2;nTnTn
1443;( 5 or 2 ) sep ( 1 and 5 );sep or 5 2 and 1 5;TnnnT
1444;( 5 or 4 ) sep ( 4 and 3 );sep or 5 4 and 4 3;nnTTn
1445;( 2 and 1 ) sep ( 4 or 4 );sep and 2 1 or 4 4;TTnTn
1446;( 1 or 5 ) sep ( 3 or 5 );sep or 1 5 or 3 5;nnnnT,TnTnn
1447;5 sep ( 5 or 2 );sep 5 or 5 2;nnnnT
1448;( 4 or 3 ) sep ( 4 or 5 );sep or 4 3 or 4 5;nnnTn,nnTnT
1449;5 sep ( 3 or 1 );sep 5 or 3 1;nnTnT,TnnnT
1450;( 4 and 4 ) sep ( 5 or 2 );sep and 4 4 or 5 2;nnnTT,nTnTn
1451;3 sep ( 4 or 4 );sep 3 or 4 4;nnTTn
1452;( 5 or 1 ) sep ( 1 or 3 );sep or 5 1 or 1 3;nnTnT,Tnnnn
1453;( 5 and 4 ) sep ( 2 or 5 );sep and 5 4 or 2 5;nnnTT
1454;( 5 or 4 ) sep ( 2 or 1 );sep or 5 4 or 2 1;nTnnT,nTnTn,TnnnT,TnnTn
1455;( 2 and 5 ) sep ( 1 and 1 );sep and 2 5 and 1 1;TTnnT
1456;( 2 and 2 ) sep ( 4 or 4 );sep and 2 2 or 4 4;nTnTn
1457;( 3 and 5 ) sep ( 2 and 3 );sep and 3 5 and 2 3;nTTnT
1458;( 2 and 1 ) sep ( 4 and 4 );sep and 2 1 and 4 4;TTnTn
1459;( 4 and 5 ) sep ( 2 and 1 );sep and 4 5 and 2 1;TTnTT
1460;1 sep ( 2 and 5 );sep 1 and 2 5;TTnnT
1461;( 1 or 2 ) sep 2;sep or 1 2 2;nTnnn
1462;2 sep ( 3 or 4 );sep 2 or 3 4;nTnTn,nTTnn
1463;5 sep ( 2 or 1 );sep 5 or 2 1;nTnnT,TnnnT
1464;( 2 or 1 ) sep ( 2 or 3 );sep or 2 1 or 2 3;nTnnn,TnTnn
1465;( 2 and 3 ) sep ( 2 and 5 );sep and 2 3 and 2 5;nTTnT
1466;( 3 and 4 ) sep ( 2 and 3 );sep and 3 4 and 2 3;nTTTn
1467;3 sep ( 2 or 1 );sep 3 or 2 1;nTTnn,TnTnn
1468;not 5 sep ( 1 and 1 );sep not 5 and 1 1;TnnnF
1469;( 1 or 1 ) sep ( 1 and 3 );sep or 1 1 and 1 3;TnTnn
1470;not 5 sep ( 4 and 1 );sep not 5 and 4 1;TnnTF
1471;( 5 and 3 ) sep ( 1 and 3 );sep and 5 3 and 1 3;TnTnT
1472;( 3 and 4 ) sep ( 4 and 5 );sep and 3 4 and 4 5;nnTTT
1473;( 4 or 3 ) sep ( 5 and 4 );sep or 4 3 and 5 4;nnnTT
1474;5 sep ( 3 and 4 );sep 5 and 3 4;nnTTT
1475;( 2 and 1 ) sep ( 3 and 4 );sep and 2 1 and 3 4;TTTTn
1476;( 4 or 5 ) sep ( 1 or 1 );sep or 4 5 or 1 1;TnnnT,TnnTn
1477;( 1 or 1 ) sep 4;sep or 1 1 4;TnnTn
1478;( 1 or 2 ) sep ( 5 or 5 );sep or 1 2 or 5 5;nTnnT,TnnnT
1479;not 5 sep ( 4 or 4 );sep not 5 or 4 4;nnnTF
1480;( 4 or 1 ) sep ( 2 and 3 );sep or 4 1 and 2 3;nTTTn,TTTnn
1481;( 5 or 3 ) sep not 2;sep or 5 3 not 2;nFnnT,nFTnn
1482;( 5 and 1 ) sep ( 1 or 2 );sep and 5 1 or 1 2;TnnnT
1483;( 4 and 4 ) sep ( 4 or 1 );sep and 4 4 or 4 1;nnnTn
1484;( 2 or 4 ) sep ( 3 and 1 );sep or 2 4 and 3 1;TnTTn,TTTnn
1485;not 5 sep ( 5 or 2 );sep not 5 or 5 2;nTnnF
1486;( 3 and 2 ) sep ( 2 and 2 );sep and 3 2 and 2 2;nTTnn
1487;5 sep ( 4 and 2 );sep 5 and 4 2;nTnTT
1488;( 2 and 3 ) sep 4;sep and 2 3 4;nTTTn
1489;not 2 sep ( 5 and 3 );sep not 2 and 5 3;nFTnT
1490;( 1 and 1 ) sep ( 1 and 1 );sep and 1 1 and 1 1;Tnnnn
1491;3 sep ( 4 and 5 );sep 3 and 4 5;nnTTT
1492;5 sep ( 3 and 3 );sep 5 and 3 3;nnTnT
1493;( 1 or 1 ) sep ( 1 or 2 );sep or 1 1 or 1 2;Tnnnn
1494;not 5 sep ( 5 or 1 );sep not 5 or 5 1;TnnnF
1495;not 1 sep ( 3 and 2 );sep not 1 and 3 2;FTTnn
1496;3 sep ( 3 and 2 );sep 3 and 3 2;nTTnn
1497;( 4 or 5 ) sep ( 2 and 4 );sep or 4 5 and 2 4;nTnTn
1498;( 5 or 3 ) sep ( 3 and 1 );sep or 5 3 and 3 1;TnTnn
1499;( 1 or 5 ) sep ( 4 and 4 );sep or 1 5 and 4 4;nnnTT,TnnTn
1500;not 1 sep ( 2 or 3 );sep not 1 or 2 3;FnTnn,FTnnn
1501;( 2 and 5 ) sep ( 5 and 4 );sep and 2 5 and 5 4;nTnTT
1502;( 2 or 2 ) sep ( 3 and 4 );sep or 2 2 and 3 4;nTTTn
1503;( 5 and 1 ) sep ( 2 and 3 );sep and 5 1 and 2 3;TTTnT
1504;( 3 or 4 ) sep ( 3 or 4 );sep or 3 4 or 3 4;nnnTn,nnTnn
1505;( 1 and 4 ) sep ( 1 and 2 );sep and 1 4 and 1 2;TTnTn
1506;( 3 and 2 ) sep ( 5 and 1 );sep and 3 2 and 5 1;TTTnT
1507;( 1 or 4 ) sep 5;sep or 1 4 5;nnnTT,TnnnT
1508;( 1 or 1 ) sep ( 3 or 2 );sep or 1 1 or 3 2;TnTnn,TTnnn
1509;( 1 and 1 ) sep ( 4 or 2 );sep and 1 1 or 4 2;TnnTn,TTnnn
1510;( 1 or 2 ) sep ( 5 or 4 );sep or 1 2 or 5 4;nTnnT,nTnTn,TnnnT,TnnTn
1511;( 4 and 4 ) sep ( 1 and 5 );sep and 4 4 and 1 5;TnnTT
1512;( 3 or 3 ) sep ( 3 or 1 );sep or 3 3 or 3 1;nnTnn
1513;( 4 or 5 ) sep ( 2 or 3 );sep or 4 5 or 2 3;nnTnT,nnTTn,nTnnT,nTnTn
1514;( 5 and 3 ) sep ( 3 and 1 );sep and 5 3 and 3 1;TnTnT
1515;( 4 and 3 ) sep 5;sep and 4 3 5;nnTTT
1516;( 5 or 1 ) sep ( 2 or 3 );sep or 5 1 or 2 3;nnTnT,nTnnT,TnTnn,TTnnn
1517;( 5 or 4 ) sep ( 2 and 3 );sep or 5 4 and 2 3;nTTnT,nTTTn
1518;( 3 and 1 ) sep ( 2 and 2 );sep and 3 1 and 2 2;TTTnn
1519;( 5 or 1 ) sep ( 5 or 5 );sep or 5 1 or 5 5;nnnnT
1520;( 4 or 5 ) sep ( 4 or 3 );sep or 4 5 or 4 3;nnnTn,nnTnT
1521;( 3 or 4 ) sep ( 4 and 4 );sep or 3 4 and 4 4;nnnTn
1522;( 5 or 1 ) sep not 5;sep or 5 1 not 5;TnnnF
1523;( 3 or 2 ) sep ( 1 and 4 );sep or 3 2 and 1 4;TnTTn,TTnTn
1524;( 1 or 5 ) sep ( 2 or 5 );sep or 1 5 or 2 5;nnnnT,TTnnn
1525;( 4 and 4 ) sep not 3;sep and 4 4 not 3;nnFTn
1526;( 2 or 2 ) sep ( 5 or 5 );sep or 2 2 or 5 5;nTnnT
1527;( 1 or 5 ) sep 3;sep or 1 5 3;nnTnT,TnTnn
1528;( 3 or 2 ) sep 1;sep or 3 2 1;TnTnn,TTnnn
1529;( 3 or 5 ) sep ( 4 or 2 );sep or 3 5 or 4 2;nnnTT,nnTTn,nTnnT,nTTnn
1530;( 1 and 5 ) sep ( 2 or 1 );sep and 1 5 or 2 1;TnnnT
1531;( 2 and 2 ) sep not 4;sep and 2 2 not 4;nTnFn
1532;( 2 or 2 ) sep not 5;sep or 2 2 not 5;nTnnF
1533;( 3 or 4 ) sep ( 2 and 1 );sep or 3 4 and 2 1;TTnTn,TTTnn
1534;( 4 or 2 ) sep 3;sep or 4 2 3;nnTTn,nTTnn
1535;2 sep ( 3 or 2 );sep 2 or 3 2;nTnnn
1536;( 5 and 1 ) sep 1;sep and 5 1 1;TnnnT
1537;( 1 and 5 ) sep ( 3 and 1 );sep and 1 5 and 3 1;TnTnT
1538;( 3 and 4 ) sep ( 2 or 1 );sep and 3 4 or 2 1;nTTTn,TnTTn
1539;( 1 or 3 ) sep ( 4 and 2 );sep or 1 3 and 4 2;nTTTn,TTnTn
1540;( 5 or 4 ) sep ( 4 or 5 );sep or 5 4 or 4 5;nnnnT,nnnTn
1541;( 1 and 3 ) sep 2;sep and 1 3 2;TTTnn
1542;( 1 and 3 ) sep not 5;sep and 1 3 not 5;TnTnF
1543;( 3 and 5 ) sep ( 4 and 5 );sep and 3 5 and 4 5;nnTTT
1544;not 2 sep ( 5 or 3 );sep not 2 or 5 3;nFnnT,nFTnn
1545;( 2 and 2 ) sep 5;sep and 2 2 5;nTnnT
1546;( 3 and 1 ) sep ( 5 and 2 );sep and 3 1 and 5 2;TTTnT
1547;( 4 or 5 ) sep ( 1 and 5 );sep or 4 5 and 1 5;TnnnT
1548;( 3 or 2 ) sep ( 5 and 4 );sep or 3 2 and 5 4;nnTTT,nTnTT
1549;( 4 or 1 ) sep not 4;sep or 4 1 not 4;TnnFn
1550;( 2 or 5 ) sep ( 4 and 3 );sep or 2 5 and 4 3;nnTTT,nTTTn
1551;( 4 and 5 ) sep ( 2 or 5 );sep and 4 5 or 2 5;nnnTT
1552;( 3 and 5 ) sep ( 5 and 3 );sep and 3 5 and 5 3;nnTnT
1553;( 3 or 3 ) sep ( 5 or 5 );sep or 3 3 or 5 5;nnTnT
1554;( 4 and 2 ) sep ( 3 and 4 );sep and 4 2 and 3 4;nTTTn
1555;( 4 or 4 ) sep ( 1 or 3 );sep or 4 4 or 1 3;nnTTn,TnnTn
1556;4 sep ( 1 and 3 );sep 4 and 1 3;TnTTn
1557;not 3 sep ( 2 or 5 );sep not 3 or 2 5;nnFnT,nTFnn
1558;( 2 or 4 ) sep ( 4 or 3 );sep or 2 4 or 4 3;nnnTn,nTTnn
1559;( 2 and 3 ) sep ( 1 or 4 );sep and 2 3 or 1 4;nTTTn,TTTnn
1560;( 5 and 5 ) sep ( 1 or 3 );sep and 5 5 or 1 3;nnTnT,TnnnT
1561;( 5 and 2 ) sep ( 4 or 5 );sep and 5 2 or 4 5;nTnnT
1562;2 sep ( 2 and 4 );sep 2 and 2 4;nTnTn
1563;( 5 or 2 ) sep ( 1 and 4 );sep or 5 2 and 1 4;TnnTT,TTnTn
1564;( 5 or 5 ) sep ( 1 and 3 );sep or 5 5 and 1 3;TnTnT
1565;( 3 or 5 ) sep ( 4 and 1 );sep or 3 5 and 4 1;TnnTT,TnTTn
1566;( 4 and 3 ) sep ( 5 and 5 );sep and 4 3 and 5 5;nnTTT
1567;( 5 or 5 ) sep ( 4 or 3 );sep or 5 5 or 4 3;nnnTT,nnTnT
1568;( 5 and 5 ) sep ( 1 and 5 );sep and 5 5 and 1 5;TnnnT
1569;( 4 and 5 ) sep ( 4 and 5 );sep and 4 5 and 4 5;nnnTT
1570;( 3 or 5 ) sep ( 2 and 5 );sep or 3 5 and 2 5;nTnnT
1571;( 5 and 2 ) sep ( 2 or 2 );sep and 5 2 or 2 2;nTnnT
1572;( 5 and 5 ) sep ( 5 or 4 );sep and 5 5 or 5 4;nnnnT
1573;not 5 sep ( 3 and 3 );sep not 5 and 3 3;nnTnF
1574;( 2 or 2 ) sep ( 3 or 5 );sep or 2 2 or 3 5;nTnnT,nTTnn
1575;( 4 or 2 ) sep ( 4 or 5 );sep or 4 2 or 4 5;nnnTn,nTnnT
1576;4 sep 3;sep 4 3;nnTTn
1577;( 4 or 5 ) sep ( 1 or 5 );sep or 4 5 or 1 5;nnnnT,TnnTn
1578;( 4 or 3 ) sep ( 4 and 3 );sep or 4 3 and 4 3;nnTTn
1579;( 3 and 3 ) sep 4;sep and 3 3 4;nnTTn
1580;( 1 or 3 ) sep ( 2 and 4 );sep or 1 3 and 2 4;nTTTn,TTnTn
1581;2 sep ( 2 and 2 );sep 2 and 2 2;nTnnn
1582;( 3 and 3 ) sep ( 5 or 1 );sep and 3 3 or 5 1;nnTnT,TnTnn
1583;( 5 or 2 ) sep ( 2 or 3 );sep or 5 2 or 2 3;nnTnT,nTnnn
1584;( 1 or 4 ) sep ( 2 and 4 );sep or 1 4 and 2 4;nTnTn
